transaction_amount,recipient_is_new_payee,hours_since_last_login,time_of_day,is_first_payment_to_recipient,deviation_from_avg_transaction_zscore,num_payments_today,account_age_days,is_international,is_fraud
127.13,0,0.08,20,0,-0.138,4,1050.0,0,0
40.73,0,16.35,8,1,-0.54,2,1683.2,0,0
137.54,0,24.48,17,0,-0.133,0,649.6,0,0
70.23,0,21.95,13,0,-0.142,0,900.9,0,0
242.94,0,6.14,18,0,-0.158,0,817.3,0,0
25.0,1,7.03,15,0,0.061,0,1425.9,0,0
19.02,0,14.62,11,0,-1.127,0,1946.6,0,0
39.5,0,8.92,9,0,-0.822,1,791.4,0,0
20.55,0,21.65,4,0,0.665,0,708.1,0,0
20.59,0,37.05,8,1,-1.8,1,501.6,0,0
113.11,0,17.1,23,0,0.958,2,990.1,0,0
66.45,0,6.85,23,0,-0.447,1,1465.1,0,0
44.36,0,3.67,12,0,1.336,0,402.0,0,0
47.99,0,3.75,16,0,0.981,1,927.8,0,0
40.14,0,11.19,8,0,-0.262,2,1133.4,0,0
271.19,0,60.9,13,0,-0.179,2,1374.1,0,0
35.69,0,2.37,5,0,1.275,2,1105.4,0,0
21.68,0,10.96,16,0,1.019,1,551.6,0,0
131.19,0,5.1,12,0,0.778,1,723.8,0,0
55.51,0,21.33,7,0,0.915,0,1764.1,0,0
377.27,0,24.82,11,0,-0.87,3,1284.3,0,0
42.64,0,0.1,13,0,0.164,0,785.3,0,0
136.88,0,42.04,8,0,-0.616,0,920.6,0,0
167.31,0,12.35,9,0,-0.891,0,602.2,0,0
42.81,0,31.91,19,0,0.131,0,374.9,0,0
35.46,0,2.68,12,0,-0.331,0,954.9,0,0
125.23,0,45.06,16,0,-0.133,0,695.3,0,0
108.71,0,13.79,18,0,-0.4,0,1151.6,0,0
20.11,0,2.41,9,0,-1.004,0,2151.4,0,0
25.55,1,10.92,16,0,1.357,3,1118.5,0,0
7.72,0,63.99,17,0,0.125,0,1118.3,0,0
110.62,0,8.83,8,0,-1.154,2,1455.2,0,0
53.38,1,1.87,11,0,0.146,3,497.8,0,0
58.1,1,70.41,9,0,1.217,0,1216.2,0,0
15.84,0,52.17,8,0,0.767,0,594.7,0,0
26.22,0,15.22,11,1,-0.415,1,1440.8,0,0
44.42,0,12.27,10,0,-0.396,1,1116.3,0,0
37.66,1,16.82,18,0,-0.766,2,524.5,0,0
73.71,0,9.55,10,0,-0.594,1,1125.4,0,0
109.5,0,15.11,16,0,-0.529,1,191.6,0,0
152.35,1,2.0,4,1,1.509,4,376.0,0,1
459.06,0,47.25,8,0,-1.175,2,461.2,0,0
65.56,1,16.8,21,0,-0.355,2,515.7,0,0
172.1,0,5.17,16,0,0.275,1,439.2,0,0
32.93,0,0.24,9,0,-0.331,1,1484.8,0,0
16.06,0,14.04,13,1,0.174,2,1170.8,0,0
49.43,0,20.83,19,0,1.298,0,1018.8,0,0
17.15,0,44.16,15,0,1.469,1,630.3,0,0
67.52,0,7.84,17,0,-0.054,2,1223.6,0,0
34.35,0,18.34,13,0,0.704,3,1032.0,1,0
12.67,0,6.54,10,0,-0.133,1,746.9,0,0
291.67,0,13.81,13,0,-0.39,1,1076.4,0,0
42.23,0,27.24,13,0,-0.893,0,1175.4,0,0
16.58,0,21.76,19,0,0.069,1,544.6,0,0
143.09,0,11.01,13,0,0.868,1,1663.7,0,0
35.9,1,17.24,23,0,-1.02,2,894.2,0,0
204.03,1,3.55,0,1,1.969,4,179.2,0,1
168.45,0,17.58,15,0,-0.23,0,1200.1,0,0
35.75,1,5.71,12,1,-0.268,2,861.0,0,0
42.11,0,5.03,12,0,0.198,1,1123.7,0,0
89.4,0,24.09,13,0,0.21,0,799.6,0,0
110.41,0,34.01,10,0,0.43,0,832.0,0,0
128.15,0,21.55,12,0,1.518,1,792.1,0,0
61.79,0,76.29,16,1,-0.696,1,1012.9,0,0
104.51,0,24.84,8,0,-0.74,0,1308.8,0,0
125.69,0,4.72,16,0,0.198,0,1321.5,0,0
79.08,0,51.27,17,0,1.162,1,1287.4,0,0
59.07,0,24.06,13,0,-1.17,0,1060.5,0,0
19.52,0,5.1,14,1,0.265,0,752.6,0,0
110.97,0,9.79,13,0,-0.161,1,265.0,0,0
69.12,0,6.72,15,0,0.683,0,1297.1,0,0
46.92,0,1.23,8,1,0.503,1,1008.0,1,0
197.57,0,56.64,15,0,0.039,0,705.1,0,0
19.81,0,4.87,13,0,0.39,2,277.9,0,0
269.73,1,12.22,8,0,-0.527,2,888.3,0,0
65.44,0,1.44,17,0,0.64,1,1366.0,0,0
87.35,0,9.94,9,0,1.109,1,561.4,1,0
47.67,0,14.54,15,0,0.08,2,1705.8,0,0
16.17,0,19.61,18,0,-0.326,0,2261.7,0,0
59.22,0,32.2,19,0,-0.116,2,754.5,0,0
88.64,0,1.73,15,0,0.632,0,801.4,0,0
118.49,0,0.28,16,0,-0.033,2,865.1,0,0
56.36,0,13.65,15,0,-0.96,0,739.8,0,0
10.34,0,8.07,17,0,0.762,2,1964.4,0,0
17.99,0,52.09,19,0,-0.786,2,864.6,0,0
381.54,0,20.19,13,0,0.34,0,2038.8,0,0
26.35,0,4.14,12,0,-1.493,0,533.4,0,0
224.3,0,3.73,10,0,0.087,3,1037.7,0,0
30.15,0,37.64,19,1,-0.055,0,637.8,0,0
57.11,0,1.23,20,0,-1.574,1,468.0,0,0
113.46,0,24.0,13,0,0.266,2,676.0,0,0
33.21,0,50.77,13,0,-0.881,1,710.3,0,0
258.11,0,7.59,1,0,0.068,2,867.1,0,0
71.12,0,26.83,0,0,-0.329,4,393.6,0,0
98.66,0,42.66,8,0,-1.184,1,1889.9,0,0
53.12,0,27.33,15,0,-0.837,3,1098.3,0,0
116.74,0,13.12,11,0,-0.773,0,1247.9,0,0
255.18,0,16.53,13,0,0.786,0,991.7,0,0
59.64,0,29.42,9,0,0.669,1,1555.1,0,0
290.11,0,31.3,2,0,1.756,1,794.9,0,0
39.65,0,14.72,12,0,-0.41,3,988.6,0,0
127.67,0,2.77,12,0,-0.435,0,609.6,0,0
101.06,0,72.49,18,0,0.108,0,896.9,0,0
26.89,0,4.79,15,0,-0.284,2,949.8,0,0
79.98,0,2.88,8,0,-0.466,0,637.5,1,0
67.11,0,15.24,19,0,0.044,2,1091.5,0,0
32.29,0,0.99,15,0,0.563,0,1134.4,0,0
90.41,0,11.96,17,0,-1.69,2,1258.7,0,0
75.52,0,24.52,19,0,-0.458,0,1124.1,0,0
62.7,0,17.09,14,1,-1.122,0,913.2,0,1
62.91,0,60.42,10,0,-0.123,0,1363.6,0,0
252.93,1,1.14,2,1,2.394,6,97.7,0,1
61.77,0,38.78,13,1,0.346,2,985.0,0,0
48.79,1,32.76,16,0,0.894,2,340.2,0,0
75.1,0,31.09,8,0,-0.347,3,480.8,0,0
38.58,0,19.33,1,0,0.085,0,603.7,0,0
248.67,1,2.63,21,1,3.185,6,168.2,0,1
637.97,0,5.36,12,0,-1.346,2,676.2,0,0
20.13,0,0.73,15,0,-0.688,0,1093.6,0,0
40.57,0,79.12,19,0,0.166,1,1583.7,0,0
43.39,1,16.38,18,0,-1.087,0,1181.7,0,0
377.82,1,22.01,16,0,0.99,1,1068.0,0,0
21.71,0,38.65,10,0,0.419,0,386.0,0,0
95.78,0,26.88,14,0,-0.724,0,277.8,0,0
82.36,0,22.49,14,0,-1.186,0,1684.8,0,0
88.55,0,1.13,18,0,-0.575,0,775.1,0,0
190.74,0,10.07,13,0,-0.719,1,1103.6,0,0
187.44,0,11.46,0,0,-0.974,0,1161.9,0,0
45.45,0,32.1,9,0,-1.125,1,2213.5,0,0
78.64,0,0.05,19,0,-0.184,1,1908.4,0,0
13.67,0,7.04,14,0,0.586,1,2395.8,0,0
72.55,0,17.76,16,0,-0.569,0,1253.1,0,0
33.96,1,17.11,9,0,0.356,0,1766.7,0,0
56.92,0,2.5,8,0,-0.262,0,547.2,0,0
15.92,0,2.67,15,0,0.49,1,2233.6,0,0
94.08,0,9.67,16,0,-0.629,2,1347.6,0,0
15.77,0,21.33,13,0,0.225,0,833.0,0,0
75.64,0,37.57,8,0,0.096,0,1411.9,0,0
23.51,0,2.59,13,0,1.09,0,1592.6,0,0
32.39,0,0.76,19,0,0.447,1,1203.2,0,0
177.95,0,37.77,10,0,0.205,1,217.6,0,0
109.92,0,9.06,11,0,-1.176,1,1636.2,0,0
177.12,0,88.26,14,0,-0.42,0,922.4,1,0
251.08,1,26.56,10,0,-0.64,0,1201.5,0,0
34.57,0,33.66,9,0,-0.658,2,593.7,0,0
238.44,0,13.54,15,0,0.012,2,837.2,0,0
19.19,0,0.83,8,0,0.193,1,764.5,0,0
125.74,0,2.32,16,0,0.224,3,539.8,0,0
43.85,0,17.19,14,0,1.009,0,339.9,0,0
30.24,0,19.45,8,0,0.387,0,850.5,0,0
112.43,0,2.93,15,0,-0.982,2,611.1,0,0
148.89,1,1.43,21,0,0.162,1,1048.8,0,0
145.18,0,2.67,19,0,0.468,0,1119.2,0,0
80.05,0,4.17,11,0,1.01,1,1924.7,0,0
74.6,0,93.7,5,0,-0.123,0,132.1,0,0
104.36,0,18.16,15,0,-0.116,0,743.8,0,0
86.33,0,26.42,15,0,0.863,0,1597.9,1,0
105.65,0,27.78,15,0,0.143,1,1098.0,0,0
79.31,0,38.35,11,0,-1.279,0,1180.4,0,0
136.51,0,12.79,8,0,-1.45,0,1025.7,0,0
16.72,0,7.1,8,0,1.473,0,1479.5,0,0
59.65,0,26.71,19,0,-1.371,0,1022.8,0,0
20.57,0,53.28,12,0,-0.134,2,1009.4,0,0
84.37,0,28.39,13,0,0.706,1,602.4,0,0
269.25,0,4.71,15,0,-1.412,0,651.4,0,0
44.57,0,5.95,10,0,-0.865,2,1102.9,0,0
74.3,0,5.74,12,0,-0.997,0,802.2,0,0
126.85,1,23.03,13,0,1.441,0,456.0,0,0
458.41,1,0.08,1,1,2.584,5,85.1,1,1
11.5,0,14.45,9,0,1.615,0,765.1,1,0
42.79,0,52.5,15,0,-0.587,1,1368.6,0,0
805.7,1,0.5,1,1,3.453,7,349.1,1,1
90.91,0,5.3,10,0,0.464,0,1054.2,0,0
5.68,0,62.76,8,0,0.246,2,713.9,0,0
29.07,0,3.7,16,0,-0.225,1,941.3,0,0
169.99,0,0.05,12,0,-1.301,3,1434.6,0,0
156.42,0,29.57,16,0,1.846,2,595.8,0,0
91.67,0,35.13,14,0,-1.453,2,569.9,0,0
141.16,1,13.86,8,0,0.17,0,1037.8,0,0
80.06,0,5.91,16,0,-0.518,1,770.4,0,0
106.92,1,0.55,10,0,0.806,1,1037.5,0,0
50.99,0,25.63,11,0,0.677,2,967.8,1,0
73.58,0,4.51,16,0,-0.783,2,1036.2,0,0
38.96,0,8.6,12,0,-0.632,1,1958.1,0,0
195.19,0,22.05,12,0,-1.24,0,514.0,0,0
243.06,0,3.77,10,0,0.156,1,1278.1,0,0
215.49,0,0.29,13,0,0.569,1,1153.2,0,0
47.14,0,3.58,5,1,-0.353,1,1250.5,0,0
29.64,0,28.19,19,0,-0.196,0,372.1,0,0
197.44,0,8.64,15,0,1.526,1,1336.7,0,0
105.88,1,34.05,18,0,0.749,0,853.8,0,0
88.17,0,2.29,12,0,1.078,0,1017.3,0,0
38.92,0,14.63,22,0,-1.794,1,903.1,0,0
95.76,0,3.3,11,0,0.438,0,633.6,0,0
26.51,0,6.1,11,0,0.201,0,866.8,0,0
114.31,0,4.29,11,0,-1.002,0,966.5,0,0
215.3,0,25.43,15,0,-0.835,0,1200.2,0,0
266.77,0,42.22,8,0,-0.175,0,1112.6,0,0
121.78,0,6.35,8,0,-1.074,0,918.5,0,0
20.6,0,62.26,14,0,-0.639,2,985.3,0,0
78.86,0,0.64,19,0,-0.369,1,979.9,0,0
411.06,0,68.65,12,0,0.459,0,1185.5,0,0
31.87,0,37.99,16,0,-0.565,1,1331.6,0,0
63.41,0,15.62,15,0,-0.358,1,1390.4,0,0
1344.97,1,0.38,0,1,3.586,4,148.1,0,1
221.74,0,38.88,19,0,0.819,2,818.9,0,1
112.68,0,9.84,15,0,-1.411,0,228.1,0,0
549.02,0,13.49,17,0,0.182,0,852.7,0,0
35.77,0,43.43,8,0,0.312,1,784.6,0,0
28.75,1,2.1,17,0,0.333,1,970.2,0,0
188.77,0,39.62,12,0,-0.401,2,2202.0,0,0
24.13,0,7.15,19,0,-0.852,2,815.8,0,0
56.42,0,13.51,10,0,1.216,0,1251.2,0,0
63.07,0,6.26,13,0,-0.685,3,1262.4,1,0
160.87,0,33.24,17,0,-0.894,0,1131.4,0,0
112.41,0,20.34,9,0,0.016,0,360.8,0,0
98.35,1,11.39,8,0,-0.591,1,930.0,0,0
47.37,0,48.22,17,0,0.841,4,1180.1,0,0
187.31,0,18.35,11,0,-0.212,1,678.8,0,0
2042.54,0,22.49,19,0,0.944,2,395.1,0,0
120.01,0,48.42,10,0,0.359,2,1191.7,0,0
72.58,0,28.31,17,0,-0.311,0,1357.1,0,0
22.13,0,47.56,9,0,0.891,0,900.5,0,0
38.79,0,1.93,8,0,-0.521,1,754.7,0,0
55.61,0,12.49,17,0,-0.256,0,1705.0,0,0
42.33,0,20.47,13,0,0.423,0,1377.9,0,0
65.78,0,21.52,12,0,0.181,0,580.4,0,0
302.27,0,9.79,16,0,-0.539,2,1025.0,0,0
192.5,0,43.36,11,0,-1.229,1,614.0,0,0
58.26,0,16.24,13,0,-0.015,3,828.0,0,0
23.88,0,14.28,15,0,-0.582,1,1591.2,0,0
207.84,0,29.25,10,0,0.024,0,1596.8,0,0
63.96,0,2.95,16,0,-0.337,0,743.4,0,0
15.37,0,4.8,8,0,-0.574,0,1232.9,0,0
122.19,0,9.97,19,0,-0.215,0,587.2,0,0
159.47,0,13.08,15,0,-0.059,1,2162.2,0,0
8.48,0,21.62,15,0,0.556,1,393.5,0,0
33.09,0,20.45,18,1,0.339,1,815.0,0,0
60.71,0,12.5,13,0,1.676,3,1231.2,0,0
124.5,0,9.99,8,0,0.113,1,636.1,0,0
43.02,0,4.28,23,0,-0.538,0,583.2,0,0
32.87,0,12.7,4,0,-0.133,0,943.7,0,0
123.73,1,6.94,19,0,0.455,2,709.7,0,0
44.79,0,3.61,9,0,0.803,0,364.4,0,0
105.71,0,0.78,16,0,1.073,4,942.8,0,0
25.93,1,15.83,15,0,-0.814,0,1209.7,0,0
21.13,1,34.93,9,0,1.025,0,871.4,0,0
126.72,0,29.9,17,0,-0.037,0,931.1,0,0
82.65,0,25.8,13,0,-0.742,3,1131.8,1,0
146.07,0,14.85,10,0,-0.163,0,1886.7,0,0
42.41,0,37.01,14,0,0.969,0,795.1,0,0
33.93,0,2.43,18,0,0.366,2,1096.3,0,0
212.01,0,1.67,10,0,-0.97,2,934.4,0,0
18.27,0,1.54,15,0,-0.964,2,565.7,1,0
193.2,0,10.48,16,0,-0.986,0,1300.5,0,0
204.88,0,2.42,15,0,-0.585,0,1671.5,0,0
138.53,0,13.05,15,0,0.062,0,1210.4,0,0
37.16,0,11.2,16,0,-0.901,1,308.1,0,0
33.31,0,18.11,10,0,-0.343,0,816.7,0,0
55.78,0,15.28,9,0,1.122,0,1208.5,0,0
22.18,0,18.37,20,0,1.294,0,1465.6,0,0
29.45,0,5.01,0,0,1.24,1,441.6,0,0
630.52,1,1.84,1,0,3.499,4,130.8,1,1
115.36,0,7.53,19,0,-1.436,0,558.2,0,0
115.81,0,26.81,11,0,1.339,1,1112.5,0,0
344.97,1,0.26,23,1,3.504,2,25.6,1,1
27.33,0,16.11,11,0,0.073,0,992.4,0,0
118.48,0,11.1,4,0,0.062,1,944.2,0,0
98.12,0,47.41,13,0,0.823,1,1840.0,0,0
240.66,0,3.14,19,0,0.563,0,1919.8,0,0
108.18,0,47.91,18,0,-1.495,0,617.1,0,0
163.99,0,0.11,11,0,-0.49,1,383.8,0,0
100.03,0,6.2,12,0,-0.293,0,915.5,0,0
153.38,0,1.5,16,0,-1.064,0,1288.5,0,0
22.33,0,33.65,19,0,0.798,1,1527.1,0,0
60.13,0,3.13,15,0,1.151,2,801.1,0,0
64.51,0,0.9,10,0,-0.008,1,683.2,0,0
54.21,1,49.1,16,0,0.239,0,1141.0,0,0
97.25,0,31.97,16,0,-0.009,0,857.2,0,0
114.35,1,23.09,8,0,0.079,0,969.9,0,0
93.08,0,17.14,15,0,0.894,1,1213.5,0,0
57.37,0,20.45,17,0,-1.412,0,882.5,0,0
35.68,0,22.72,12,0,0.389,1,478.4,0,0
169.46,0,9.79,14,0,0.009,2,692.0,0,0
89.77,1,61.96,16,0,-0.571,0,708.5,0,0
28.06,0,21.66,15,0,-0.403,3,711.9,0,0
56.56,1,8.55,8,0,1.466,1,351.4,0,0
93.15,1,8.89,5,1,1.822,3,234.1,0,1
15.15,0,21.43,15,0,-1.062,1,2050.7,0,0
521.38,0,1.61,22,1,2.962,2,291.4,1,0
68.72,1,61.21,10,0,-0.135,2,555.9,0,0
56.34,1,4.82,16,0,1.304,0,1321.3,0,0
40.92,0,0.91,11,0,-1.016,1,643.6,0,0
256.44,1,17.18,4,0,-0.365,2,797.5,0,1
24.96,0,4.42,9,0,0.034,2,958.3,0,0
121.56,0,26.9,18,0,0.33,0,729.5,0,0
503.01,1,3.86,2,1,2.144,4,77.5,0,1
427.82,0,28.42,8,0,-0.064,3,1761.5,0,0
166.61,0,25.91,16,0,-0.716,0,3306.1,0,0
64.92,0,5.08,12,0,0.358,0,371.7,1,0
25.43,0,35.72,10,0,-0.08,1,1483.8,0,0
20.95,0,38.96,21,0,0.502,1,1028.0,0,0
47.0,0,49.43,8,0,0.739,1,817.1,0,0
37.19,0,24.32,17,0,-1.189,1,1373.3,0,0
36.18,0,27.99,12,0,0.827,0,1544.3,0,0
50.53,0,0.76,17,1,-0.204,1,914.5,0,0
61.14,0,59.01,19,0,0.66,0,1664.6,0,0
100.73,1,9.88,17,0,0.395,1,328.5,0,0
23.29,0,21.78,13,0,1.483,1,1284.9,0,0
37.34,0,11.72,9,0,0.005,2,971.1,0,0
58.22,0,7.88,19,0,-0.323,0,1056.4,0,0
56.48,1,56.86,16,0,-0.41,2,1469.1,0,0
317.65,0,8.73,10,0,-0.83,0,1224.9,0,0
81.24,0,5.86,8,0,0.646,0,2074.9,0,0
16.92,0,13.21,15,0,-0.881,1,2237.8,0,0
95.15,0,1.6,8,0,0.639,0,879.6,0,0
570.4,1,0.16,4,1,1.363,4,9.1,0,1
106.04,0,1.38,15,0,-0.179,2,518.9,0,0
2657.1,0,1.95,23,1,2.384,11,157.2,0,1
59.96,0,13.23,13,0,-1.411,1,948.8,0,1
23.77,0,16.85,18,0,1.191,1,616.1,0,0
297.18,0,33.91,12,0,-2.701,1,778.5,0,0
26.86,0,11.27,13,0,-0.065,0,1012.6,0,0
116.94,0,15.08,14,0,0.187,2,436.7,0,0
79.05,0,39.53,19,0,-1.845,2,1194.8,0,0
111.13,0,41.28,16,0,0.353,2,916.2,0,0
284.53,0,4.43,16,0,-0.536,1,671.3,0,0
107.49,0,15.46,1,0,-0.199,1,259.6,0,0
41.48,0,12.53,13,0,1.074,2,1447.6,0,0
170.73,0,11.32,10,0,0.114,2,1549.2,0,0
39.0,1,9.82,18,0,-0.28,1,1475.8,0,0
76.63,0,3.5,2,0,-0.136,0,614.0,0,0
1329.39,1,2.96,2,1,3.594,5,58.8,1,1
923.39,1,1.81,5,1,2.946,5,26.3,1,1
22.22,0,39.87,9,0,1.421,0,1145.3,0,0
27.71,1,3.76,9,0,0.324,0,1576.0,0,0
69.66,0,5.78,15,0,-0.707,1,1097.5,0,0
91.18,0,1.17,3,0,-0.391,0,1054.0,0,0
15.69,0,11.52,19,0,-0.952,0,1952.2,0,0
101.77,0,30.01,15,0,-0.361,0,1889.0,0,0
33.23,0,0.55,15,0,1.286,1,778.7,0,0
197.89,0,0.9,11,0,-0.133,2,716.9,0,0
49.44,0,17.24,12,0,-1.07,1,648.1,0,0
25.66,0,2.68,20,0,0.345,0,361.0,0,0
71.12,0,6.16,9,0,-0.314,0,1759.1,0,0
30.61,0,10.22,12,0,0.449,1,1090.0,0,0
196.1,0,7.4,10,0,-0.194,0,786.2,0,0
228.23,1,1.52,5,0,4.113,7,142.2,0,1
66.72,0,3.07,15,0,1.156,0,996.7,0,0
58.62,0,0.35,17,0,-0.729,1,1831.2,0,0
110.28,0,26.49,19,0,-0.932,0,451.2,0,0
28.38,0,22.39,18,1,0.75,0,1731.4,0,0
22.29,0,19.46,11,0,-1.603,1,954.9,1,1
94.36,0,1.99,12,0,-0.138,1,1180.5,0,0
26.19,0,1.57,19,0,0.64,1,1211.6,0,0
26.18,0,2.16,14,0,-1.756,1,1879.7,0,0
135.81,0,59.79,10,0,0.052,0,632.4,0,0
104.2,0,2.24,17,0,-1.197,0,2430.3,0,0
22.97,0,22.12,9,0,-1.476,2,502.8,0,0
39.4,0,15.37,20,0,-0.853,0,690.6,0,0
30.93,0,50.78,14,0,-0.147,1,1301.5,1,0
301.83,0,42.14,18,0,-0.565,1,1776.2,0,0
326.88,1,2.59,22,0,2.733,4,183.7,0,1
144.04,0,5.63,4,0,0.886,0,647.4,0,0
46.63,0,7.47,6,0,0.066,1,469.7,0,0
108.83,0,13.97,7,0,-0.391,0,1820.4,0,0
21.06,0,78.34,9,0,-1.048,2,796.0,0,0
37.65,0,97.44,17,0,0.179,1,823.2,0,0
72.9,0,4.47,18,0,1.647,2,1024.0,0,0
97.94,0,5.25,13,1,-0.562,0,932.2,0,0
61.38,0,57.82,14,0,-0.468,0,1320.8,0,0
82.34,0,16.35,19,0,-0.849,1,515.7,0,0
71.28,0,1.56,9,0,0.947,1,440.2,0,0
58.03,0,10.52,7,0,0.742,0,1173.0,0,0
51.85,1,1.03,23,0,-0.357,1,1203.8,0,0
46.42,0,28.75,16,0,-0.479,2,1318.5,0,0
81.22,0,3.06,10,0,-0.755,0,1285.2,0,0
94.56,0,30.78,0,0,-0.231,0,444.5,0,0
78.93,0,43.71,11,0,0.816,2,1275.8,0,0
24.49,0,26.09,14,0,0.033,1,1250.7,0,0
28.53,0,23.13,14,0,1.03,1,482.9,0,0
93.6,0,7.44,19,0,-0.576,2,1546.3,0,0
232.97,0,21.4,16,0,-1.85,0,636.8,0,0
75.91,0,16.92,14,0,2.084,1,599.0,0,0
47.0,0,26.86,16,0,0.172,1,1333.7,0,0
80.7,1,0.2,12,0,0.623,0,539.2,0,0
25.37,1,15.17,15,0,-0.63,2,870.7,0,0
202.88,0,1.26,18,0,-1.09,1,807.8,0,0
78.15,0,13.47,12,0,0.124,2,740.4,0,0
37.75,0,7.76,15,1,-1.593,0,661.5,0,0
57.87,0,7.64,11,0,-0.214,1,2272.3,0,0
42.61,0,18.45,14,0,0.818,0,1297.9,0,0
203.35,0,7.99,4,0,0.359,1,699.7,0,0
456.74,1,6.16,23,1,4.436,5,26.7,0,1
56.15,0,23.58,16,1,0.204,0,231.4,0,0
76.1,0,18.15,5,0,1.395,0,709.1,0,0
108.6,0,2.0,12,0,0.3,0,1121.0,0,0
35.53,0,15.65,14,0,-1.524,0,805.8,0,0
78.62,0,1.42,13,0,-0.119,0,1154.1,0,0
84.21,0,15.05,11,0,1.54,1,561.5,0,0
17.8,0,17.5,10,0,-0.248,0,1022.1,0,0
82.66,1,33.27,14,0,1.491,2,1372.4,0,0
64.14,0,7.84,20,0,0.819,3,996.1,0,0
74.48,0,7.83,8,0,-0.327,2,833.9,0,0
68.74,0,24.64,16,0,-0.864,1,1208.7,0,0
83.12,0,19.14,17,0,0.272,2,316.3,0,0
207.83,0,36.92,4,0,1.016,0,1370.5,0,0
24.47,1,12.63,18,0,-1.263,4,344.5,1,0
49.86,0,5.09,6,0,0.096,2,1475.6,0,0
117.52,0,4.68,9,0,-1.633,0,818.5,0,0
100.36,0,6.44,19,0,-0.272,2,270.3,0,0
98.54,0,36.84,16,0,-1.324,1,1422.6,0,0
692.66,0,24.24,12,0,0.45,0,1570.0,0,0
112.39,0,7.75,18,0,-0.551,0,844.5,0,0
174.39,0,33.08,17,0,0.926,1,1515.3,0,0
51.37,0,3.43,1,0,-0.432,1,1086.2,0,0
28.67,0,47.38,19,1,-0.505,2,1204.4,0,0
51.05,0,1.98,15,0,-1.292,2,1681.4,0,0
122.14,0,39.05,15,0,0.313,2,1141.9,0,0
94.24,0,5.19,10,0,0.394,1,1424.1,0,0
93.95,0,24.6,19,0,0.752,0,2186.6,0,0
55.58,0,1.78,13,0,0.524,0,1418.6,0,0
48.53,0,7.01,15,0,0.321,1,808.1,0,0
57.23,0,3.52,15,0,0.477,1,1102.8,0,0
123.45,0,42.09,10,0,0.557,1,706.8,0,0
136.27,0,3.95,15,0,0.726,0,1126.3,0,0
28.35,0,8.61,12,0,-1.222,1,860.6,0,0
127.48,0,1.53,12,1,-0.369,0,1178.1,0,0
38.36,0,13.56,14,0,-1.298,1,1432.5,0,0
99.34,0,87.79,1,0,0.266,0,694.9,0,0
56.65,0,6.79,13,0,1.304,0,1008.2,0,0
252.38,0,82.3,8,0,0.717,2,610.7,0,0
46.74,0,16.92,16,0,-0.486,3,712.4,0,0
77.62,0,7.43,1,0,0.404,1,1082.0,0,0
111.68,1,23.14,9,0,0.279,3,830.7,0,0
31.73,0,0.86,5,0,0.187,2,1819.3,0,0
62.68,0,26.2,12,0,-1.043,0,404.9,0,0
53.17,0,14.37,16,0,1.052,1,1991.0,0,0
43.09,1,10.01,18,0,-0.942,0,1419.9,0,0
45.89,0,22.43,16,0,-0.293,2,1291.3,0,0
171.61,0,7.25,19,1,0.767,3,1378.0,0,0
40.09,1,21.83,8,0,-0.299,2,1364.9,1,0
107.93,1,36.65,11,0,0.063,0,801.1,0,0
87.13,0,3.37,8,0,0.096,1,1453.7,0,0
20.34,0,8.56,10,0,0.053,0,1123.0,0,0
103.68,0,26.49,12,0,0.092,1,440.5,0,0
20.06,0,2.01,8,0,0.171,0,717.8,0,0
113.74,0,4.7,12,0,0.06,1,613.8,0,0
43.33,0,8.79,9,0,-0.716,1,908.7,0,0
67.16,0,5.25,9,0,-1.24,1,346.9,0,0
22.19,0,10.88,18,0,0.799,0,1347.6,0,0
74.0,0,24.87,16,0,0.835,1,1455.9,0,0
146.63,0,28.11,13,0,0.27,1,789.6,0,0
33.58,0,58.34,14,0,0.263,0,1187.9,0,0
39.8,0,7.7,11,0,-0.732,0,1851.2,0,0
98.14,0,4.8,13,0,-1.951,1,824.9,0,0
100.25,0,3.69,21,0,-0.199,0,825.1,0,0
8.42,0,8.77,14,0,-1.518,1,883.3,0,0
369.85,1,10.01,7,0,0.148,0,1298.3,0,0
104.51,0,36.87,13,0,1.043,0,817.5,0,0
120.59,0,9.36,12,0,-0.493,2,890.9,0,0
59.03,0,2.57,18,0,-0.447,2,1276.8,0,0
13.78,0,5.53,18,0,-0.805,0,1243.1,0,0
118.33,0,0.23,10,0,0.035,3,770.0,0,0
41.25,0,24.8,13,0,-0.027,2,601.5,0,0
105.88,0,4.62,1,0,-0.815,2,842.6,0,0
55.37,0,0.23,11,0,0.73,0,933.1,0,0
81.64,0,4.34,16,0,2.162,0,1090.4,0,0
34.51,0,14.23,18,0,0.952,0,1000.8,0,0
139.04,0,8.05,10,0,-0.088,0,533.7,0,0
24.29,0,17.03,9,0,-0.098,0,808.6,0,0
449.77,0,10.18,10,0,-0.411,2,358.5,0,0
446.86,0,7.71,19,0,-0.427,0,1087.8,0,0
267.15,0,14.35,18,0,0.767,2,587.3,0,0
197.19,0,27.58,15,0,0.801,1,464.6,0,0
62.06,0,1.86,9,0,-0.936,0,860.6,0,0
179.75,0,7.36,18,0,0.293,0,1164.6,0,0
61.45,0,3.57,10,0,0.889,3,988.7,0,0
17.81,0,33.93,10,0,-0.28,0,1942.1,0,0
239.3,0,7.52,16,0,-0.169,0,405.7,0,0
